0;0;0;0;land;false;unknown;0
1;181;18;1;land;false;plains;7
2;182;10;1;land;false;plains;7
3;181;3;1;land;false;plains;7
4;189;17;1;land;false;plains;7
5;238;24;1;land;false;plains;7
6;235;19;1;land;false;plains;7
7;16;19;1;land;false;plains;7
8;61;31;1;land;false;plains;7
9;95;22;1;land;false;plains;7
10;84;38;1;land;false;plains;7
11;89;15;1;land;false;plains;7
12;85;39;1;land;false;plains;7
13;16;36;1;land;false;urban;7
14;43;29;1;land;false;urban;7
15;30;19;1;land;false;plains;7
16;72;15;1;land;false;plains;7
17;50;36;1;land;false;plains;7
18;93;1;1;land;false;plains;7
19;78;37;1;land;false;plains;7
20;19;7;1;land;false;plains;7
21;23;23;1;land;false;plains;7
22;94;11;1;land;false;plains;7
23;68;5;1;land;false;urban;7
24;157;238;1;land;false;plains;7
25;217;197;1;land;false;plains;7
26;198;230;1;land;true;urban;7
27;216;240;1;land;true;urban;7
28;165;247;1;land;true;plains;7
29;156;235;1;land;true;plains;7
30;171;232;1;land;false;plains;7
31;183;236;1;land;false;plains;7
32;203;223;1;land;true;plains;7
33;157;207;1;land;false;plains;7
34;202;245;1;land;false;plains;7
35;157;220;1;land;true;plains;7
36;174;199;1;land;true;plains;7
37;36;213;1;land;false;plains;7
38;34;232;1;land;false;plains;7
39;4;191;1;land;false;plains;7
40;28;243;1;land;false;plains;7
41;3;249;1;land;false;plains;7
42;60;247;1;land;false;plains;7
43;7;196;1;land;false;plains;7
44;58;223;1;land;false;plains;7
45;48;195;1;land;false;plains;7
46;15;202;1;land;false;plains;7
47;27;203;1;land;false;plains;7
48;46;217;1;land;false;plains;7
49;21;219;1;land;false;plains;7
50;6;188;1;land;false;plains;7
51;61;213;1;land;false;plains;7
52;11;224;1;land;false;plains;7
53;42;249;1;land;false;plains;7
54;55;221;1;land;false;plains;7
55;56;254;1;land;false;plains;7
56;64;237;1;land;false;plains;7
57;26;249;1;land;false;plains;7
58;126;168;1;land;false;urban;7
59;142;173;1;land;false;plains;7
60;117;184;1;land;false;urban;7
61;94;221;1;land;false;plains;7
62;136;160;1;land;false;plains;7
63;89;216;1;land;false;plains;7
64;80;181;1;land;false;urban;7
65;95;155;1;land;false;plains;7
66;73;168;1;land;false;plains;7
67;83;153;1;land;false;plains;7
68;128;101;1;land;true;plains;7
69;133;124;1;land;true;urban;7
70;118;94;1;land;true;plains;7
71;157;146;1;land;true;plains;7
72;88;110;1;land;true;plains;7
73;54;165;1;land;true;plains;7
74;42;180;1;land;true;plains;7
75;11;199;1;land;true;plains;7
76;52;195;1;land;false;plains;7
77;32;126;1;land;true;plains;7
78;1;199;1;land;true;plains;7
79;43;179;1;land;false;plains;7
80;17;157;1;land;false;plains;7
81;8;192;1;land;true;plains;7
82;59;174;1;land;true;plains;7
83;26;163;1;land;false;plains;7
84;181;157;1;land;false;plains;7
85;166;111;1;land;false;plains;7
86;129;145;1;land;false;plains;7
87;148;109;1;land;false;plains;7
88;78;143;1;land;false;plains;7
89;87;106;1;land;false;plains;7
90;79;154;1;land;false;plains;7
91;43;111;1;land;false;plains;7
92;67;125;1;land;false;plains;7
93;71;106;1;land;false;plains;7
94;85;113;1;land;false;plains;7
95;88;106;1;land;false;plains;7
96;63;114;1;land;false;plains;7
97;247;158;1;land;false;plains;7
98;234;128;1;land;false;plains;7
99;174;149;1;land;false;plains;7
100;252;177;1;land;false;plains;7
101;183;135;1;land;false;plains;7
102;224;125;1;land;false;plains;7
103;230;165;1;land;false;plains;7
104;247;155;1;land;false;plains;7
105;212;132;1;land;false;plains;7
106;153;143;1;land;false;hills;7
107;179;141;1;land;false;plains;7
108;167;102;1;land;false;plains;7
109;196;90;1;land;false;hills;7
110;82;54;1;land;true;plains;7
111;26;49;1;land;true;plains;7
112;69;53;1;land;true;plains;7
113;15;114;1;land;true;urban;7
114;25;107;1;land;false;urban;7
115;47;201;1;land;true;desert;7
116;71;155;1;land;true;desert;7
117;125;165;1;land;false;plains;7
118;138;197;1;land;false;plains;7
119;141;200;1;land;false;plains;7
120;154;239;1;land;false;plains;7
121;114;205;1;land;false;hills;7
122;106;212;1;land;false;plains;7
123;183;211;1;land;false;urban;7
124;132;225;1;land;false;plains;7
125;125;235;1;land;false;plains;7
126;123;204;1;land;false;plains;7
127;115;233;1;land;false;desert;7
128;149;161;1;land;false;plains;7
129;184;230;1;land;false;desert;7
130;177;217;1;land;false;plains;7
131;123;197;1;land;false;plains;7
132;150;181;1;land;false;plains;7
133;113;198;1;land;false;desert;7
134;121;169;1;land;false;plains;7
135;169;220;1;land;false;plains;7
136;145;203;1;land;false;desert;7
137;162;220;1;land;false;desert;7
138;80;9;1;land;false;desert;7
139;44;24;1;land;false;desert;7
140;82;10;1;land;false;desert;7
141;55;54;1;land;false;desert;7
142;40;16;1;land;false;desert;7
143;73;14;1;land;false;desert;7
144;61;56;1;land;false;desert;7
145;3;23;1;land;false;desert;7
146;81;6;1;land;false;desert;7
147;16;39;1;land;false;desert;7
148;21;36;1;land;false;desert;7
149;73;9;1;land;false;desert;7
150;71;40;1;land;false;desert;7
151;61;24;1;land;false;desert;7
152;33;48;1;land;false;desert;7
153;65;43;1;land;false;desert;7
154;63;34;1;land;false;desert;7
155;44;56;1;land;false;desert;7
156;50;41;1;land;false;desert;7
157;6;40;1;land;false;desert;7
158;55;4;1;land;false;desert;7
159;15;36;1;land;false;desert;7
160;62;5;1;land;false;desert;7
161;40;28;1;land;false;desert;7
162;43;47;1;land;false;desert;7
163;74;21;1;land;false;desert;7
164;23;40;1;land;false;desert;7
165;72;56;1;land;false;desert;7
